REF_DATE,GEO,DGUID,Legal marital status prior to marriage,Gender,Age at marriage,Indicator,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.6,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,2.4,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,666,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,777,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,690,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,717,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,759,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,852,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,780,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,870,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,870,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,981,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,858,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,882,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,936,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,933,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,936,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,867,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,879,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,840,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,855,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,894,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,804,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,792,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,864,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,834,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,918,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,966,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,951,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,1050,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,1080,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Number of persons who married,Number,223,units,0,v1446864998,1.1.1.14.1,771,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.2,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.5,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.2,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.6,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.6,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.5,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.5,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.5,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.2,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.2,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.1,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.1,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.1,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.2,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.4,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,2.3,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,75 to 79 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864999,1.1.1.14.2,1.6,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,372,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,387,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,417,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,414,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,408,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,456,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,435,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,456,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,468,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,495,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,537,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,519,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,600,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,552,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,612,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,639,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,603,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,597,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,594,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,588,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,576,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,612,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,636,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,597,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,642,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,636,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,642,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,657,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,663,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Number of persons who married,Number,223,units,0,v1446865000,1.1.1.15.1,462,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.9,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.9,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.9,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.9,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.8,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.7,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,80 years and over,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446865001,1.1.1.15.2,0.5,,,,1
